model,AUC
RESIDE,0.24276530792007392
RESIDE,0.2265237923260246
RESIDE,0.2377874495982489
RESIDE,0.23006381303126205
RESIDE,0.22743420714226179
RESIDE,0.22837999665545183
RESIDE,0.22459684842726468
RESIDE,0.23174500480664234
RESIDE,0.23221998552441847
RESIDE,0.22966994884164757
RESIDE,0.2243284817195358
RESIDE,0.22905831373658478
RESIDE,0.23022239032473
RESIDE,0.2380415103605163
RESIDE,0.23579586813037492
RESIDE,0.2317414980791785
RESIDE,0.22794989873569102
RESIDE,0.18236574292190783
RESIDE,0.2259928365932472
RESIDE,0.2366712615032648
RESIDE,0.200600055354514
RESIDE,0.20372302376906032
RESIDE,0.1941842124724272
RESIDE,0.19571154052859294
RESIDE,0.18985343719773373
RESIDE,0.2072597751122143
RESIDE,0.2176958999099091
RESIDE,0.15729521759875092
RESIDE,0.19367188559815054
RESIDE,0.20108328568817946
RESIDE,0.24311832904503256
RESIDE,0.19835625332411144
RESIDE,0.19518919292430198
RESIDE,0.15773238480740742
RESIDE,0.2111284421733563
RESIDE,0.19277682181822994
RESIDE,0.17861067974618022
RESIDE,0.17301459293912405
RESIDE,0.1739702141872618
RESIDE,0.18686912046695173
RESIDE,0.21302136615256367
RESIDE,0.17866577005636056
PCNNATT,0.22185848752403015
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.2376147584487941
PCNNATT,0.20766474727940828
PCNNATT,0.15274664003025054
PCNNATT,0.2611247209605825
PCNNATT,0.22022316569332165
PCNNATT,0.20401545228869605
PCNNATT,0.22607458019988533
PCNNATT,0.17349994863821697
PCNNATT,0.1735910880604431
PCNNATT,0.20865534650472742
PCNNATT,0.1816202580784853
PCNNATT,0.13465472217905283
PCNNATT,0.18498199143193342
PCNNATT,0.18537916427163656
PCNNATT,0.2031220200919016
PCNNATT,0.2026056855054604
PCNNATT,0.24033388461102234
PCNNATT,0.15848969919751188
PCNNATT,0.21607546197747418
PCNNATT,0.22095357788046302
PCNNATT,0.18712275126046513
PCNNATT,0.20899129412686326
PCNNATT,0.1644073130391635
PCNNATT,0.21618358629899176
PCNNATT,0.2582802744126269
PCNNATT,0.1810427958693653
PCNN,0.2566409320190945
PCNN,0.2566409320190945
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.2347570795670641
PCNN,0.20484637831698535
PCNN,0.21789638943103945
PCNN,0.22101965215363256
PCNN,0.18769761830210083
PCNN,0.25904954502347755
PCNN,0.1960676468465228
PCNN,0.18587454146176507
PCNN,0.24966194026477195
PCNN,0.23124555325174595
PCNN,0.19809489223001295
PCNN,0.2444302156421394
PCNN,0.20948456089467676
PCNN,0.19151364506381507
PCNN,0.21259163211770699
PCNN,0.22267518698492625
PCNN,0.16141988846124253
PCNN,0.2327963018852233
PCNN,0.22315956733609263
PCNN,0.22590943584204948
PCNN,0.2347448876805184
PCNN,0.2281015138609371
PCNN,0.20725574252167045
PCNN,0.20988317506589033
PCNN,0.2634933395619116
PCNN,0.2531815464029957
CNNATT,0.2541610229929742
CNNATT,0.2541610229929742
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.19081734496595107
CNNATT,0.1974755279493967
CNNATT,0.22927822282419752
CNNATT,0.2258567709278205
CNNATT,0.2706402996935012
CNNATT,0.24706592703830224
CNNATT,0.20985579937208332
CNNATT,0.25549243551184136
CNNATT,0.21246876075326374
CNNATT,0.22255372567390486
CNNATT,0.22884606839318913
CNNATT,0.1389188172190966
CNNATT,0.20539561957714933
CNNATT,0.24446159920151858
CNNATT,0.2246350567625774
CNNATT,0.24722674190013985
CNNATT,0.21345100451360854
CNNATT,0.27850583673716045
CNNATT,0.25272525203984353
CNNATT,0.24310572022830862
CNNATT,0.20244699318938753
CNNATT,0.21801896955553512
CNNATT,0.21581499631388787
CNNATT,0.21819604908887338
CNNATT,0.2409195215101019
CNNATT,0.21548377300654736
CNNATT,0.24721826099362612
CNN,0.2350212445610333
CNN,0.2350212445610333
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.19817096503111253
CNN,0.2536720371338375
CNN,0.22528975832139223
CNN,0.29503094786593453
CNN,0.26755897337724804
CNN,0.24917473938322338
CNN,0.2781634203016434
CNN,0.21653026758795457
CNN,0.24503664836396985
CNN,0.3034671997424218
CNN,0.23207449616294534
CNN,0.28051099293629544
CNN,0.31113698142489704
CNN,0.24485760510041962
CNN,0.24199635828669183
CNN,0.2728479920946407
CNN,0.22622664907440898
CNN,0.3136613482567651
CNN,0.3159203855617288
CNN,0.2133449717417514
CNN,0.27866686206732844
CNN,0.2420196284844489
CNN,0.25869314098549767
CNN,0.21695804610432162
CNN,0.2428672210810672
CNN,0.19978942033787098
CNN,0.2717983940167362
BGWA,0.4371928765917569
BGWA,0.4415683836868836
BGWA,0.4449612554997418
BGWA,0.4487848680170886
BGWA,0.44523926329952634
BGWA,0.44806856277745716
BGWA,0.46077102834801437
BGWA,0.45076496944172884
BGWA,0.4295205966080041
BGWA,0.4282147080827261
BGWA,0.4387046679822021
BGWA,0.4259435076532829
BGWA,0.4386434003755025
BGWA,0.4423480249903149
BGWA,0.44387982331983783
BGWA,0.4493025367462355
BGWA,0.41932278008616286
BGWA,0.39132730121083403
BGWA,0.4335225229163751
BGWA,0.4608165362765427
BGWA,0.4290452599276753
BGWA,0.42954203704348415
BGWA,0.43534524826739546
BGWA,0.44684216984294317
BGWA,0.4351238266725543
BGWA,0.4275729893175374
BGWA,0.43294309932400293
BGWA,0.41423192199467623
BGWA,0.4578885690874071
BGWA,0.4183886654868005
BGWA,0.4593279052832089
BGWA,0.4281528890006653
BGWA,0.43817300562172945
BGWA,0.4554928060488024
BGWA,0.46201495994730196
BGWA,0.48199381660256047
BGWA,0.45737784629220224
BGWA,0.4334086477780809
BGWA,0.3960020915580574
BGWA,0.45079379503330697
BGWA,0.4247971580601164
BGWA,0.453033710023913
